,Iteration,Fitness,FEvals,Time,State,Restarts,max_iters,current_restart
1999,64,6.0,65687,394.73428087700086,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,64
2000,128,6.0,65751,395.4552451890013,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,64
2001,256,6.0,65879,396.7005375730005,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,64
2002,512,6.0,66135,399.0194105949995,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,64
2003,1024,6.0,66647,403.6448046990008,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,64
2004,0,1.0,66647,403.84233418200165,"[np.int64(1), np.int64(0), np.int64(1), np.int64(0)]",100,1024,65
2005,1,1.0,66648,404.04561352100063,"[np.int64(1), np.int64(0), np.int64(1), np.int64(0)]",100,1024,65
2006,2,3.0,66650,404.25078644899986,"[np.int64(1), np.int64(1), np.int64(1), np.int64(0)]",100,1024,65
2007,4,3.0,66652,404.4622038000016,"[np.int64(1), np.int64(1), np.int64(1), np.int64(0)]",100,1024,65
2008,8,6.0,66657,404.6892377920012,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,65
2009,16,6.0,66665,404.9508029480021,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,65
2010,32,6.0,66681,405.27825653200125,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,65
2011,64,6.0,66713,405.73245673400015,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,65
2012,128,6.0,66777,406.47320662399943,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,65
2013,256,6.0,66905,407.7340245859996,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,65
2014,512,6.0,67161,410.06446648899873,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,65
2015,1024,6.0,67673,414.55617083700054,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,65
2016,0,6.0,67673,414.74859087000004,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,66
2017,1,6.0,67674,414.953293286002,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,66
2018,2,6.0,67675,415.1582509020009,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,66
2019,4,6.0,67677,415.3686039210006,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,66
2020,8,6.0,67681,415.596370604002,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,66
2021,16,6.0,67689,415.85728636099884,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,66
2022,32,6.0,67705,416.1970439270008,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,66
2023,64,6.0,67737,416.6559141580001,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,66
2024,128,6.0,67801,417.4126047300015,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,66
2025,256,6.0,67929,418.6872707520015,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,66
2026,512,6.0,68185,421.06634217399915,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,66
2027,1024,6.0,68697,425.6593950259994,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,66
2028,0,1.0,68697,425.8627913060009,"[np.int64(1), np.int64(0), np.int64(0), np.int64(1)]",100,1024,67
2029,1,3.0,68699,426.0684512850021,"[np.int64(1), np.int64(0), np.int64(0), np.int64(0)]",100,1024,67
2030,2,4.0,68701,426.2753475110003,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,67
2031,4,4.0,68703,426.4901724699994,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,67
2032,8,4.0,68707,426.72730646700074,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,67
2033,16,4.0,68715,426.99368413699995,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,67
2034,32,4.0,68731,427.3360253999999,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,67
2035,64,4.0,68763,427.80030872299903,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,67
2036,128,4.0,68827,428.55531568100196,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,67
2037,256,4.0,68955,429.8560341910015,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,67
2038,512,4.0,69211,432.26996578800026,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,67
2039,1024,4.0,69723,436.93803461800053,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,67
2040,0,1.0,69723,437.1321739410014,"[np.int64(1), np.int64(0), np.int64(1), np.int64(0)]",100,1024,68
2041,1,1.0,69724,437.3385245499994,"[np.int64(1), np.int64(0), np.int64(1), np.int64(0)]",100,1024,68
2042,2,3.0,69726,437.5443940209989,"[np.int64(1), np.int64(1), np.int64(1), np.int64(0)]",100,1024,68
2043,4,4.0,69729,437.7585442460004,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,68
2044,8,4.0,69733,437.9882711749997,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,68
2045,16,4.0,69741,438.2554050639992,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,68
2046,32,4.0,69757,438.59110743400015,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,68
2047,64,4.0,69789,439.0559407239998,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,68
2048,128,4.0,69853,439.8171411129988,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,68
2049,256,4.0,69981,441.1292444089995,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,68
2050,512,4.0,70237,443.57170633699934,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,68
2051,1024,4.0,70749,448.2589665410014,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,68
2052,0,4.0,70749,448.468043932,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,69
2053,1,4.0,70750,448.68287132600017,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,69
2054,2,4.0,70751,448.8874901880008,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,69
2055,4,4.0,70753,449.1063841309988,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,69
2056,8,4.0,70757,449.3438403299988,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,69
2057,16,4.0,70765,449.6135475029987,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,69
2058,32,4.0,70781,449.949043831999,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,69
2059,64,4.0,70813,450.43549941200035,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,69
2060,128,4.0,70877,451.19212661599886,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,69
2061,256,4.0,71005,452.54252443099904,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,69
2062,512,4.0,71261,455.0296574080021,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,69
2063,1024,4.0,71773,459.816007884001,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,69
2064,0,2.0,71773,460.0137664979993,"[np.int64(1), np.int64(1), np.int64(0), np.int64(1)]",100,1024,70
2065,1,2.0,71774,460.220533017,"[np.int64(1), np.int64(1), np.int64(0), np.int64(1)]",100,1024,70
2066,2,2.0,71775,460.42870331299855,"[np.int64(1), np.int64(1), np.int64(0), np.int64(1)]",100,1024,70
2067,4,4.0,71778,460.64874624000004,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,70
2068,8,4.0,71782,460.88655784799994,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,70
2069,16,4.0,71790,461.15515663599945,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,70
2070,32,4.0,71806,461.50856002900036,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,70
2071,64,4.0,71838,461.99128584199934,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,70
2072,128,4.0,71902,462.78653213600046,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,70
2073,256,4.0,72030,464.1454479810018,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,70
2074,512,4.0,72286,466.6974173080016,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,70
2075,1024,4.0,72798,471.5867337039999,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,70
2076,0,0.0,72798,471.78761818899875,"[np.int64(0), np.int64(0), np.int64(1), np.int64(1)]",100,1024,71
2077,1,0.0,72799,471.9959138890008,"[np.int64(0), np.int64(0), np.int64(1), np.int64(1)]",100,1024,71
2078,2,0.0,72800,472.207585008,"[np.int64(0), np.int64(0), np.int64(1), np.int64(1)]",100,1024,71
2079,4,1.0,72803,472.4320219309993,"[np.int64(0), np.int64(0), np.int64(1), np.int64(0)]",100,1024,71
2080,8,4.0,72808,472.6720617259998,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,71
2081,16,4.0,72816,472.9433141490008,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,71
2082,32,4.0,72832,473.2895103580013,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,71
2083,64,4.0,72864,473.7949050800016,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,71
2084,128,4.0,72928,474.5901667750004,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,71
2085,256,4.0,73056,475.9582533190005,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,71
2086,512,4.0,73312,478.51633266499994,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,71
2087,1024,4.0,73824,483.477889132002,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,71
2088,0,1.0,73824,483.68497896700137,"[np.int64(1), np.int64(0), np.int64(1), np.int64(0)]",100,1024,72
2089,1,1.0,73825,483.89661374700154,"[np.int64(1), np.int64(0), np.int64(1), np.int64(0)]",100,1024,72
2090,2,3.0,73827,484.107852309,"[np.int64(1), np.int64(1), np.int64(1), np.int64(0)]",100,1024,72
2091,4,6.0,73830,484.3277989369999,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,72
2092,8,6.0,73834,484.5660927579993,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,72
2093,16,6.0,73842,484.84521320899876,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,72
2094,32,6.0,73858,485.19712703299956,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,72
2095,64,6.0,73890,485.7021238589987,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,72
2096,128,6.0,73954,486.4869807380019,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,72
2097,256,6.0,74082,487.8877844410017,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,72
2098,512,6.0,74338,490.4641386709991,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,72
2099,1024,6.0,74850,495.5753709849996,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,72
2100,0,4.0,74850,495.78008200399927,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,73
2101,1,4.0,74851,495.995334301002,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,73
2102,2,4.0,74852,496.20780625300176,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,73
2103,4,4.0,74854,496.42901443600203,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,73
2104,8,4.0,74858,496.68012511300185,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,73
2105,16,4.0,74866,496.97200046099897,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,73
2106,32,4.0,74882,497.328826216999,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,73
2107,64,4.0,74914,497.86647419400106,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,73
2108,128,4.0,74978,498.66495546700025,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,73
2109,256,4.0,75106,500.1173319849986,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,73
2110,512,4.0,75362,502.8824727760002,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,73
2111,1024,4.0,75874,508.4988480960019,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,73
2112,0,0.0,75874,508.7048174599986,"[np.int64(0), np.int64(1), np.int64(1), np.int64(1)]",100,1024,74
2113,1,0.0,75875,508.93467004000195,"[np.int64(0), np.int64(1), np.int64(1), np.int64(1)]",100,1024,74
2114,2,0.0,75876,509.1568745090008,"[np.int64(0), np.int64(1), np.int64(1), np.int64(1)]",100,1024,74
2115,4,1.0,75879,509.38138468300167,"[np.int64(0), np.int64(1), np.int64(1), np.int64(0)]",100,1024,74
2116,8,4.0,75885,509.62642826799856,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,74
2117,16,4.0,75893,509.9174012100011,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,74
2118,32,4.0,75909,510.28481109199856,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,74
2119,64,4.0,75941,510.80889413000114,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,74
2120,128,4.0,76005,511.6533122210021,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,74
2121,256,4.0,76133,513.3027318960012,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,74
2122,512,4.0,76389,516.3258369940013,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,74
2123,1024,4.0,76901,521.782847814,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,74
2124,0,1.0,76901,521.9896870330012,"[np.int64(1), np.int64(0), np.int64(1), np.int64(1)]",100,1024,75
2125,1,1.0,76902,522.206753841001,"[np.int64(1), np.int64(0), np.int64(1), np.int64(1)]",100,1024,75
2126,2,4.0,76904,522.4220424720006,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,75
2127,4,4.0,76906,522.6468481160009,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,75
2128,8,4.0,76910,522.8971254300013,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,75
2129,16,4.0,76918,523.1863333010006,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,75
2130,32,4.0,76934,523.5546502479992,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,75
2131,64,4.0,76966,524.1133067049996,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,75
2132,128,4.0,77030,525.0013331560003,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,75
2133,256,4.0,77158,526.5511479939996,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,75
2134,512,4.0,77414,529.4281724479988,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,75
2135,1024,4.0,77926,535.0358440230011,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,75
2136,0,2.0,77926,535.2427440110005,"[np.int64(1), np.int64(1), np.int64(0), np.int64(1)]",100,1024,76
2137,1,2.0,77927,535.4639812739988,"[np.int64(1), np.int64(1), np.int64(0), np.int64(1)]",100,1024,76
2138,2,2.0,77928,535.6805220649985,"[np.int64(1), np.int64(1), np.int64(0), np.int64(1)]",100,1024,76
2139,4,6.0,77931,535.9094980600021,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,76
2140,8,6.0,77935,536.1617717270019,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,76
2141,16,6.0,77943,536.4534387470012,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,76
2142,32,6.0,77959,536.826446684001,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,76
2143,64,6.0,77991,537.3704508650007,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,76
2144,128,6.0,78055,538.2516712950019,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,76
2145,256,6.0,78183,539.8247072170016,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,76
2146,512,6.0,78439,542.7781486640015,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,76
2147,1024,6.0,78951,548.3818463050011,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,76
2148,0,3.0,78951,548.5878989180019,"[np.int64(1), np.int64(0), np.int64(0), np.int64(0)]",100,1024,77
2149,1,3.0,78952,548.8057134800001,"[np.int64(1), np.int64(0), np.int64(0), np.int64(0)]",100,1024,77
2150,2,6.0,78954,549.029725370001,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,77
2151,4,6.0,78956,549.2640807690004,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,77
2152,8,6.0,78960,549.5155312300012,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,77
2153,16,6.0,78968,549.805956971999,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,77
2154,32,6.0,78984,550.1950829890011,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,77
2155,64,6.0,79016,550.7493753119998,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,77
2156,128,6.0,79080,551.6518141820015,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,77
2157,256,6.0,79208,553.2766074930005,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,77
2158,512,6.0,79464,556.2141745990011,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,77
2159,1024,6.0,79976,562.26630888,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,77
2160,0,0.0,79976,562.4760961930006,"[np.int64(0), np.int64(1), np.int64(1), np.int64(1)]",100,1024,78
2161,1,4.0,79978,562.6995853799999,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,78
2162,2,4.0,79979,562.9196156479993,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,78
2163,4,4.0,79981,563.1542796329995,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,78
2164,8,4.0,79985,563.4226630869998,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,78
2165,16,4.0,79993,563.7143833510017,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,78
2166,32,4.0,80009,564.0948687380005,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,78
2167,64,4.0,80041,564.6470016349995,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,78
2168,128,4.0,80105,565.5576408099987,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,78
2169,256,4.0,80233,567.1376860140008,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,78
2170,512,4.0,80489,570.1369491180012,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,78
2171,1024,4.0,81001,576.093000623001,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,78
2172,0,3.0,81001,576.302587872,"[np.int64(1), np.int64(0), np.int64(0), np.int64(0)]",100,1024,79
2173,1,6.0,81003,576.5265503920018,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,79
2174,2,6.0,81004,576.7479830369994,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,79
2175,4,6.0,81006,576.9886884840016,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,79
2176,8,6.0,81010,577.2521870429991,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,79
2177,16,6.0,81018,577.5499137490006,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,79
2178,32,6.0,81034,577.9335529730015,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,79
2179,64,6.0,81066,578.5080723610008,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,79
2180,128,6.0,81130,579.4186363279987,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,79
2181,256,6.0,81258,581.0417796610018,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,79
2182,512,6.0,81514,584.1192131050011,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,79
2183,1024,6.0,82026,590.113379647999,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,79
2184,0,0.0,82026,590.3257740570007,"[np.int64(0), np.int64(0), np.int64(0), np.int64(1)]",100,1024,80
2185,1,4.0,82028,590.5542553310006,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,80
2186,2,4.0,82029,590.7876300829994,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,80
2187,4,4.0,82031,591.0260605930016,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,80
2188,8,4.0,82035,591.287616550002,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,80
2189,16,4.0,82043,591.6026336440009,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,80
2190,32,4.0,82059,592.0008610600016,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,80
2191,64,4.0,82091,592.5744256780017,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,80
2192,128,4.0,82155,593.5278764110008,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,80
2193,256,4.0,82283,595.3091736419992,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,80
2194,512,4.0,82539,598.4292918979991,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,80
2195,1024,4.0,83051,604.3344794789991,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,80
2196,0,1.0,83051,604.5505453879996,"[np.int64(1), np.int64(0), np.int64(1), np.int64(0)]",100,1024,81
2197,1,3.0,83053,604.7784718330004,"[np.int64(1), np.int64(1), np.int64(1), np.int64(0)]",100,1024,81
2198,2,3.0,83054,605.0024578470002,"[np.int64(1), np.int64(1), np.int64(1), np.int64(0)]",100,1024,81
2199,4,6.0,83057,605.2397007440013,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,81
2200,8,6.0,83061,605.5084396310012,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,81
2201,16,6.0,83069,605.8246684000005,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,81
2202,32,6.0,83085,606.2216186750011,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,81
2203,64,6.0,83117,606.8091768490012,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,81
2204,128,6.0,83181,607.795035911,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,81
2205,256,6.0,83309,609.5936548319987,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,81
2206,512,6.0,83565,612.9190318740002,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,81
2207,1024,6.0,84077,619.3675051610007,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,81
2208,0,1.0,84077,619.5870051019992,"[np.int64(0), np.int64(0), np.int64(1), np.int64(0)]",100,1024,82
2209,1,1.0,84078,619.8216072190007,"[np.int64(0), np.int64(0), np.int64(1), np.int64(0)]",100,1024,82
2210,2,1.0,84079,620.0553351919989,"[np.int64(0), np.int64(0), np.int64(1), np.int64(0)]",100,1024,82
2211,4,4.0,84082,620.303867442999,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,82
2212,8,4.0,84086,620.568918287001,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,82
2213,16,4.0,84094,620.9077833859992,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,82
2214,32,4.0,84110,621.3177399640008,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,82
2215,64,4.0,84142,621.9089803720017,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,82
2216,128,4.0,84206,622.871325889002,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,82
2217,256,4.0,84334,624.5595029200013,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,82
2218,512,4.0,84590,627.8127000819986,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,82
2219,1024,4.0,85102,634.1747997410021,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,82
2220,0,0.0,85102,634.4035991349992,"[np.int64(0), np.int64(0), np.int64(0), np.int64(1)]",100,1024,83
2221,1,1.0,85104,634.6334979130006,"[np.int64(1), np.int64(0), np.int64(0), np.int64(1)]",100,1024,83
2222,2,1.0,85105,634.8658838180017,"[np.int64(1), np.int64(0), np.int64(0), np.int64(1)]",100,1024,83
2223,4,2.0,85108,635.1081204090005,"[np.int64(1), np.int64(1), np.int64(0), np.int64(1)]",100,1024,83
2224,8,4.0,85113,635.3685692540021,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,83
2225,16,4.0,85121,635.6787435539991,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,83
2226,32,4.0,85137,636.1018573350011,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,83
2227,64,4.0,85169,636.6965205330016,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,83
2228,128,4.0,85233,637.673743411,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,83
2229,256,4.0,85361,639.3871016849989,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,83
2230,512,4.0,85617,642.5989052650002,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,83
2231,1024,4.0,86129,648.7802743680004,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,83
2232,0,4.0,86129,649.0011968180006,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,84
2233,1,4.0,86130,649.232386189,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,84
2234,2,4.0,86131,649.4602732410021,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,84
